CH,21292.424,3764727.548,3.749
CH,21294.824,3764727.562,3.741
CH,21296.023,3764727.597,3.734
CH,21297.223,3764727.658,3.726
CH,21297.888,3764728.058,3.601
CH,21298.140,3764728.585,3.375
CH,21298.153,3764729.009,3.182
CH,21298.496,3764729.000,3.157
CH,21298.499,3764728.599,3.363
CH,21298.687,3764728.162,3.551
CH,21299.276,3764727.732,3.689
CH,21302.419,3764727.591,3.738
CH,21312.414,3764727.674,3.808
CH,21322.407,3764727.708,3.908
CH,21332.378,3764727.745,3.860
CH,21342.395,3764727.766,3.851
CH,21344.690,3764727.796,3.836
CH,21345.838,3764727.850,3.817
CH,21346.985,3764727.947,3.789
CH,21347.433,3764728.297,3.638
CH,21298.044,3764728.978,3.403
CH,21298.107,3764732.350,1.877
CH,21298.618,3764729.065,3.358
CH,21298.351,3764732.436,1.888
CH,21249.399,3764727.955,3.653
CH,21249.715,3764727.725,3.693
CH,21252.379,3764727.680,3.739
CH,21262.381,3764727.746,3.765
CH,21272.461,3764727.802,3.806
CH,21282.368,3764727.881,3.830
CH,21292.423,3764727.861,3.857
CH,21297.194,3764727.927,3.846
CH,21297.757,3764728.160,3.728
CH,21297.962,3764728.578,3.570
CH,21298.038,3764728.874,3.448
CH,21298.634,3764728.917,3.423
CH,21298.631,3764728.604,3.529
CH,21298.818,3764728.243,3.675
CH,21299.285,3764727.993,3.807
CH,21302.417,3764727.927,3.859
CH,21312.412,3764727.962,3.867
CH,21322.405,3764728.007,3.923
CH,21332.377,3764728.054,3.924
CH,21342.394,3764728.104,3.984
CH,21344.685,3764728.033,3.958
CH,21345.830,3764728.037,3.922
CH,21346.402,3764728.079,3.899
CH,21346.688,3764728.113,3.887
CH,21346.974,3764728.159,3.875
CH,21347.202,3764728.455,3.799
CH,21343.705,3764710.621,3.609
CH,21344.011,3764705.922,1.802
CH,21344.081,3764706.053,1.652
CH,21343.851,3764710.711,3.432
CH,21343.850,3764710.726,3.438
CH,21343.700,3764710.695,3.636
CH,21343.601,3764711.118,3.776
CH,21343.370,3764711.452,3.886
CH,21342.845,3764711.684,3.994
CH,21344.230,3764705.985,1.655
CH,21344.347,3764705.990,1.799
CH,21344.446,3764710.659,3.646
CH,21344.514,3764711.209,3.780
CH,21344.898,3764711.581,3.921
CH,21392.690,3764711.898,4.074
CH,21393.006,3764711.793,4.019
CH,21393.339,3764711.344,3.922
CH,21392.771,3764712.172,3.944
CH,21393.152,3764711.949,3.904
CH,21393.451,3764711.627,3.800
CH,21397.750,3764728.634,3.761
CH,21398.369,3764728.157,3.912
CH,21402.418,3764728.074,3.964
CH,21412.434,3764728.115,4.056
CH,21422.430,3764728.267,4.081
CH,21432.395,3764728.247,4.054
CH,21442.458,3764728.211,3.997
CH,21445.768,3764728.275,3.989
CH,21446.371,3764728.506,3.938
CH,21446.751,3764729.023,3.774
CH,21348.166,3764728.359,3.624
CH,21348.637,3764727.957,3.795
CH,21352.400,3764727.864,3.889
CH,21362.423,3764727.911,3.957
CH,21372.369,3764727.953,4.009
CH,21382.415,3764727.942,3.973
CH,21392.399,3764728.048,3.963
CH,21394.558,3764728.079,3.949
CH,21395.637,3764728.133,3.930
CH,21396.716,3764728.240,3.903
CH,21397.056,3764728.560,3.796
CH,21443.574,3764711.513,3.853
CH,21444.530,3764712.182,4.047
CH,21393.851,3764705.946,1.812
CH,21393.892,3764707.196,2.320
CH,21393.926,3764708.448,2.826
CH,21393.959,3764709.701,3.323
CH,21393.808,3764705.922,1.663
CH,21397.594,3764729.122,3.556
CH,21397.595,3764730.009,3.169
CH,21397.575,3764730.593,2.913
CH,21397.571,3764731.178,2.659
CH,21397.587,3764731.760,2.400
CH,21397.698,3764734.035,1.363
CH,21347.823,3764732.957,1.701
CH,21347.940,3764730.773,2.752
CH,21347.974,3764730.325,2.968
CH,21348.027,3764729.878,3.183
CH,21348.098,3764729.431,3.392
CH,21347.476,3764733.007,1.478
CH,21347.610,3764730.671,2.589
CH,21347.628,3764730.261,2.771
CH,21347.636,3764729.845,2.939
CH,21347.638,3764729.426,3.102
CH,21347.636,3764729.011,3.271
CH,21347.492,3764729.008,3.511
