109364,-3763141.616,-39618.098,10.233,kT
109521,-3763120.853,-39617.763,10.313,kT
109522,-3763119.896,-39607.626,10.322,kT
109331,-3763122.059,-39607.464,10.321,kT
109404,-3763133.157,-39607.401,10.451,kT
109403,-3763130.003,-39607.394,10.462,kT
109365,-3763140.748,-39607.389,10.235,kT
109330,-3763121.058,-39597.477,10.353,kT
109523,-3763118.833,-39597.376,10.397,kT
109401,-3763129.798,-39597.222,10.522,kT
109402,-3763132.333,-39597.047,10.47,kT
109366,-3763139.789,-39595.459,10.268,kT
109524,-3763117.783,-39587.329,10.468,kT
109329,-3763119.98,-39587.319,10.423,kT
109399,-3763129.629,-39586.988,10.639,kT
109400,-3763131.493,-39586.821,10.583,kT
109367,-3763139.013,-39585.671,10.35,kT
109328,-3763118.983,-39577.054,10.47,kT
109525,-3763116.804,-39576.851,10.526,kT
109397,-3763129.329,-39576.124,10.76,kT
109398,-3763130.489,-39576.105,10.677,kT
109368,-3763138.047,-39575.56,10.448,kT
109526,-3763115.889,-39567.898,10.606,kT
109327,-3763117.998,-39567.627,10.554,kT
109395,-3763128.635,-39566.876,10.826,kT
109396,-3763129.554,-39566.806,10.758,kT
109369,-3763137.072,-39565.915,10.592,kT
109527,-3763115.011,-39558.794,10.725,kT
109326,-3763117.056,-39557.553,10.667,kT
109393,-3763127.618,-39557.39,10.925,kT
109394,-3763128.667,-39557.373,10.864,kT
109391,-3763128.613,-39557.345,10.875,kT
109392,-3763127.555,-39557.225,10.935,kT
109370,-3763136.156,-39556.665,10.696,kT
109528,-3763114.411,-39548.047,10.82,kT
109325,-3763116.011,-39547.887,10.764,kT
109390,-3763126.526,-39547.818,11.026,kT
109389,-3763127.778,-39547.667,10.961,kT
109371,-3763135.194,-39546.971,10.76,kT
